Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Mortality rate, under-5, male (per 1,000 live births)",,,,,,,,,,,,,,,,,92.8,89.2,85.7,82.3,79.2,76.1,73.2,70.4,67.7,65.2,62.7,60.3,85.7,55.8,53.5,51.3,49.2,47,44.8,42.8,40.8,39,37.2,35.4,33.8,32.2,30.6,29.2,27.7,26.4,25.1,23.9,22.7,21.6,20.5,19.4,18.5,17.6,16.7,15.9,15.1,14.3,13.6,13,
Multidimensional poverty headcount ratio (% of total population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,33.9,31.3,30.5,31.9,29.1,27.8,26,23.6,,
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,
"Multidimensional poverty headcount ratio, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,
"Multidimensional poverty headcount ratio, household (% of total households)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,
"Multidimensional poverty headcount ratio, male (% of male population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,
Multidimensional poverty index (scale 0-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multidimensional poverty intensity (average share of deprivations experienced by the poor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,
Multilateral debt service (% of public and publicly guaranteed debt service),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06694562,100,69.75359672,33.04906066,74.40973386,71.82839959,49.36458066,69.71164814,38.63529062,59.40368261,34.9371713,41.13966681,86.96299566,87.47449053,86.56165825,83.00562802,55.58655305,50.39919283,53.49672449,54.66874345,7.542283902,43.0895261,19.62837377,46.23871597,52.37633027,53.32571965,25.16397874,
"Multilateral debt service (TDS, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327956.5,4440172.1,6662548.9,13041334.1,14915002.7,39915419.4,19741638.2,15513346.8,15679613.4,28724358.4,24960870,24832569.1,21691096,22877448.7,23126953.5,21661858.8,24519678.8,29729063.3,35520810.6,40113245.5,43638756.9,48791984.5,70626383.5,90557663.9,120696428.3,159961794.8,190288033.4,
Natural gas rents (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Net acquisition of financial assets (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.271702793,-0.131108492,0.945350101,1.487884025,1.384251983,6.13509873,-1.363484874,0.061955099,1.50335015,1.576147822,-0.035805576,0.568779803,2.596561499,0.950709126,1.627784456,3.027533276,
Net acquisition of financial assets (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24263394933,-2940607323,25110292947,46857684619,49393261300,1.92743E+11,-47179340430,2340629946,64139840327,71803592273,-1728917474,28687166976,1.31575E+11,52902145610,97944363689,1.9888E+11,
Net barter terms of trade index (2000 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.63276229,100.3999674,99.71206212,106.917876,102.2856797,114.6955367,114.5382431,118.2855226,114.359107,130.687525,128.2433543,120.9626242,117.2178455,115.9286774,118.5089449,122.9946303,132.1706988,130.6209283,132.5025565,
"Net bilateral aid flows from DAC donors, Australia (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,19999.99955,29999.99933,,,0,,,,,,,19999.99955,,,,,,,,,,,,,29999.99933,140000.0006,,,
"Net bilateral aid flows from DAC donors, Austria (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710000.038,39999.99911,79999.99821,419999.9869,449999.9881,119999.9973,50000.00075,119999.9973,289999.9917,579999.9833,1570000.052,2299999.952,3059999.943,3380000.114,1730000.019,360000.0143,600000.0238,449999.9881,1279999.971,1450000.048,2319999.933,2890000.105,2859999.895,5219999.79,3769999.981,1700000.048,4619999.886,2970000.029,3680000.067,
"Net bilateral aid flows from DAC donors, Belgium (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,129999.9952,289999.9917,949999.9881,370000.0048,649999.9762,100000.0015,29999.99933,370000.0048,200000.003,209999.9934,239999.9946,230000.0042,209999.9934,289999.9917,270000.0107,170000.0018,
"Net bilateral aid flows from DAC donors, Canada (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589999.9738,370000.0048,720000.0286,,19999.99955,219999.9988,740000.0095,379999.9952,430000.0072,720000.0286,920000.0167,620000.0048,970000.0286,129999.9952,1909999.967,259999.9905,730000.0191,9999.999776,29999.99933,59999.99866,90000.00358,,39999.99911,100000.0015,0,9999.999776,219999.9988,
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,430000.0072,430000.0072,680000.0072,409999.9964,680000.0072,209999.9934,509999.9905,1129999.995,389999.9857,289999.9917,409999.9964,379999.9952,589999.9738,629999.9952,
"Net bilateral aid flows from DAC donors, Denmark (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,,,,,289999.9917,90000.00358,430000.0072,140000.0006,250000,219999.9988,409999.9964,59999.99866,159999.9964,939999.9976,2140000.105,2089999.914,2740000.01,1779999.971,4159999.847,1570000.052,2859999.895,589999.9738,759999.9905,1820000.052,90000.00358,670000.0167,,
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079999.924,30500000,71279998.78,22500000,28520000.46,11340000.15,21309999.47,21569999.69,12090000.15,10170000.08,28879999.16,16440000.53,28229999.54,23420000.08,21049999.24,20510000.23,16340000.15,38790000.92,33349998.47,99790000.92,43459999.08,69669998.17,79019996.64,148809997.6,110830001.8,100839996.3,58150001.53,32110000.61,
"Net bilateral aid flows from DAC donors, Finland (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000.0012,,280000.0012,200000.003,90000.00358,,9999.999776,,,70000.0003,250000,270000.0107,310000.0024,300000.0119,129999.9952,239999.9946,200000.003,109999.9994,289999.9917,239999.9946,219999.9988,59999.99866,50000.00075,50000.00075,
"Net bilateral aid flows from DAC donors, France (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000.0083,2200000.048,1600000.024,2009999.99,5769999.981,4340000.153,2359999.895,2039999.962,2529999.971,4119999.886,3839999.914,3029999.971,4000000,3809999.943,14109999.66,8500000,5530000.21,5670000.076,4469999.79,5590000.153,8090000.153,11109999.66,17190000.53,20500000,81860000.61,39099998.47,21450000.76,11630000.11,
"Net bilateral aid flows from DAC donors, Germany (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469999.9988,2440000.057,4659999.847,6699999.809,4110000.134,5079999.924,6860000.134,8920000.076,16799999.24,19940000.53,13920000.08,18719999.31,29979999.54,16649999.62,22530000.69,27909999.85,30989999.77,16719999.31,40930000.31,44849998.47,28469999.31,31840000.15,8979999.542,27590000.15,72870002.75,74839996.34,57020000.46,
"Net bilateral aid flows from DAC donors, Greece (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240000.01,1090000.033,4039999.962,2190000.057,3259999.99,1580000.043,2369999.886,2859999.895,2000000,1980000.019,1470000.029,5400000.095,3009999.99,2910000.086,1730000.019,1919999.957,1289999.962,349999.994,360000.0143,300000.0119,50000.00075,90000.00358,59999.99866,39999.99911,
"Net bilateral aid flows from DAC donors, Hungary (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19999.99955,59999.99866,,9999.999776,9999.999776,70000.0003,19999.99955,19999.99955,50000.00075,39999.99911,
"Net bilateral aid flows from DAC donors, Iceland (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Ireland (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19999.99955,19999.99955,,,,,,79999.99821,119999.9973,59999.99866,200000.003,250000,39999.99911,29999.99933,,,,29999.99933,,,,,,,39999.99911,
"Net bilateral aid flows from DAC donors, Italy (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240000.01,,3599999.905,29999.99933,,,769999.9809,360000.0143,899999.9762,310000.0024,1549999.952,170000.0018,1240000.01,70000.0003,39999.99911,1399999.976,519999.9809,70000.0003,529999.9714,670000.0167,109999.9994,379999.9952,310000.0024,589999.9738,239999.9946,930000.0072,239999.9946,
"Net bilateral aid flows from DAC donors, Japan (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39999.99911,59999.99866,9999.999776,4309999.943,5519999.981,3440000.057,9140000.343,5179999.828,11359999.66,7019999.981,4679999.828,5369999.886,7679999.828,85230003.36,57700000.76,98699996.95,77449996.95,7480000.019,310000.0024,1330000.043,1690000.057,-5309999.943,-5670000.076,-5800000.191,-7849999.905,6269999.981,
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19999.99955,19999.99955,9999.999776,70000.0003,19999.99955,9999.999776,29999.99933,19999.99955,19999.99955,109999.9994,90000.00358,59999.99866,129999.9952,50000.00075,159999.9964,39999.99911,860000.0143,1490000.01,129999.9952,,29999.99933,159999.9964,150000.006,100000.0015,,250000,
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159999.9964,140000.0006,180000.0072,189999.9976,,,,300000.0119,200000.003,,,,250000,79999.99821,,,,,109999.9994,100000.0015,119999.9973,,,,,,,0,
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0238,540000.0215,819999.9928,12989999.77,7519999.981,5050000.191,8289999.962,5230000.019,4699999.809,7860000.134,7179999.828,9909999.847,9220000.267,11640000.34,8489999.771,5800000.191,170000.0018,3009999.99,1559999.943,860000.0143,259999.9905,180000.0072,209999.9934,70000.0003,219999.9988,100000.0015,239999.9946,500000,
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Norway (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0119,1580000.043,1840000.033,2230000.019,2309999.943,2349999.905,2109999.895,2430000.067,3279999.971,3349999.905,3339999.914,5179999.828,5219999.79,4659999.847,3309999.943,3119999.886,3569999.933,3069999.933,3250000,2950000.048,1559999.943,560000.0024,270000.0107,129999.9952,29999.99933,,
"Net bilateral aid flows from DAC donors, Poland (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0015,170000.0018,209999.9934,500000,509999.9905,560000.0024,1120000.005,460000.0083,569999.9928,330000.0131,349999.994,170000.0018,270000.0107,439999.9976,180000.0072,
"Net bilateral aid flows from DAC donors, Portugal (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,,,,,,,,,,,,,,0,0,0,9999.999776,
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119999.9973,70000.0003,19999.99955,50000.00075,9999.999776,9999.999776,29999.99933,19999.99955,
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
"Net bilateral aid flows from DAC donors, Spain (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,9999.999776,9999.999776,59999.99866,39999.99911,109999.9994,449999.9881,79999.99821,1419999.957,389999.9857,289999.9917,50000.00075,699999.9881,349999.994,259999.9905,129999.9952,9999.999776,70000.0003,29999.99933,0,519999.9809,1039999.962,1730000.019,1279999.971,
"Net bilateral aid flows from DAC donors, Sweden (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370000.0048,5570000.172,2759999.99,2730000.019,1309999.943,610000.0143,289999.9917,709999.9785,860000.0143,1049999.952,1610000.014,2319999.933,1570000.052,2319999.933,3609999.895,2670000.076,2269999.981,939999.9976,699999.9881,689999.9976,79999.99821,970000.0286,1210000.038,600000.0238,1330000.043,1490000.01,2299999.952,
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219999.9988,159999.9964,39999.99911,850000.0238,1129999.995,1450000.048,889999.9857,349999.994,1769999.981,2299999.952,2200000.048,3069999.933,2230000.019,2589999.914,2180000.067,2140000.105,2809999.943,2630000.114,3720000.029,3849999.905,4159999.847,5440000.057,6480000.019,7280000.21,4019999.981,2680000.067,4679999.828,
"Net bilateral aid flows from DAC donors, Total (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720000.038,22369999.95,100910000,171109999,113189999.6,147020000.3,58930000.6,88219999.9,96890001.38,151439997.8,134379996.4,200290001.8,143950002.7,161459998.1,150449997.9,156819995.4,251960002.9,226400001.7,274719994.5,239869994.6,281650002.3,150289998.5,168159996.4,177889996.7,214659996.7,254320002.8,246419996.5,186099999.7,150840000.8,
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529999.9714,1909999.967,1590000.033,1370000.005,1580000.043,1309999.943,1330000.043,2750000,2380000.114,1669999.957,3150000.095,6559999.943,6219999.79,8390000.343,7510000.229,6599999.905,1019999.981,490000.0095,360000.0143,1320000.052,1289999.962,1600000.024,1809999.943,589999.9738,1259999.99,1149999.976,3410000.086,
"Net bilateral aid flows from DAC donors, United States (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000,62000000,86000000,60000000,88000000,22000000,35200000.76,47900001.53,103059997.6,77949996.95,114300003.1,74190002.44,73139999.39,53259998.32,64879997.25,79919998.17,93790000.92,78449996.95,91000000,106470001.2,35950000.76,40479999.54,30479999.54,24979999.54,24750000,25219999.31,26120000.84,26069999.69,
"Net capital account (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100000,5740000,8050000,13400000,10880000,9740000,16850000,13000000,20786970.51,63038300,96923330.72,64316962.25,84000471.99,92814300.96,124832660.4,171436842.5,87881727.37,98861168.61,94599611.35,108415465.7,84381572.7,70426938.31,65275281.25,34870426.36,46308333.43,67553010.88,54457564.22,
Net domestic credit (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193274615.3,1861436450,28622605067,47610038000,59975493052,64121132988,1.02516E+11,1.0615E+11,1.19094E+11,1.09767E+11,1.00523E+11,90321659014,1.27531E+11,1.97126E+11,2.14196E+11,3.82143E+11,6.6345E+11,6.73232E+11,9.59088E+11,1.3688E+12,1.75748E+12,1.95792E+12,2.47232E+12,2.42944E+12,2.75315E+12,3.24937E+12,3.76908E+12,4.30032E+12,5.18443E+12
"Net errors and omissions (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15969000,4106000,13430007,45979058.98,24702673.48,17555926.22,-18924234.89,72795465.47,63599788,-306.1716594,4228123.624,-186767779.8,-163010992.9,-129051385.2,34520566.51,-12419351.83,-104761962.2,-113201225.5,-66455679.26,200017501.4,-311901325.3,-6034751.684,-126477701.9,-344197155.9,-396445265.5,109560396.6,317789495,
"Net financial account (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46661000,-93934000,-199197000,-262829994,-300156091.5,-388852417.7,-314617167.7,-215872417.1,-136777405.8,-84772531.76,-72358558.77,-201292263.8,-202910274.8,-189168518.6,-517917655.5,-1499866743,-1442381246,-1275771395,-1030725828,-749498977.4,-1041193513,-837419284.2,-345926711.6,-417202376,-523997921.5,-682897473.1,-615275466.5,
"Net financial flows, bilateral (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23392160,23222400,-2817000,1447679.4,24518472.1,47361908.4,3215355.6,-1036850.1,-3966086.8,13396219.2,-21343862.2,-22089343.1,11965070.8,9093323.3,94783835.4,69702761.7,610909964,64933374.7,31773650,30390954.1,-484557620.8,16146518.9,17959121.5,112733493.5,276983817.1,121794539.4,120465127.9,
"Net financial flows, IBRD (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506000,1017000,3351000,5448000,928000,-169000,-380000,-392000,-419000,-445000,-513000,-586000,-646000,-663000,-742000,-855000,48565000,52360000,44944000,85108000,75042000,100021000,100044000,132414000,32882000,49117000,84820000,
"Net financial flows, IDA (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458000,88498000,87010000,76490000,42883000,65660000,54354000,55026000,66467000,77386000,77751000,31387000,57699000,85795000,68791000,128463000,20288000,31136000,46852000,37253000,-3731000,-7639000,-8987000,-27654000,-35408000,-53410000,
"Net financial flows, IMF concessional (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48997744.7,23221519.1,51286189.1,28612688.3,,10581944.9,14971258,11451975.6,1948846.4,-22618075.4,-21516391.9,-13583611.7,-19645629.7,-23422596.5,35511501.7,36202608.2,26347559.2,23694039.6,-11643419,-6343631.1,-17475815.8,-23019858.4,-34854165.2,-36863310.1,
"Net financial flows, IMF nonconcessional (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24166055.3,46086088.6,,,-572560.1,-13076374.6,-15766066.8,-7161145.3,-7283629.7,-9834962.8,-8336320.3,-2077140,,,,465737161.4,127392476.8,55186902.7,-78286529.6,-214716936.9,-101727193.1,-2255388.9,25264313.7,-5792406.6,-32868891,-36126872.9,
"Net financial flows, multilateral (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63364000,37320000,102366000,111871000,75962000,19756000,66120000,50584000,62967000,50576000,66029000,65271000,22398000,56739000,95387000,79730000,308838000,109522000,143637000,209805000,181132000,220632000,384749000,409764000,300564000,86699000,86222000,
"Net financial flows, others (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60283856.2,7101631,,-8832798.1,-756136.7,-17178408.3,4800718,1820226.9,12520723.1,-9363163.1,-3199034.4,-4049609.9,-404028.6,7642237.7,17225158.8,3761851.2,11404639.6,5863816.3,7960945.2,5616214,18835327.2,28032561.2,195562667.2,156785328.8,168374024.1,1690774.3,-5110060.6,
"Net financial flows, RDB concessional (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8032000,119130000,22264000,55386719,70457186.2,20588449,79165000,87381000,18909000,10182000,-4545000,-6818000,
"Net financial flows, RDB nonconcessional (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574000,23743000,10517000,28246000,-700000,-5780000,-3961000,-5198000,-4161000,-6083000,-7645000,-7844000,-7939000,-7939000,-6891000,,1275802.4,8746363.8,4209525.6,1771247.6,29412749.9,17144020.5,9399907.7,110642839.7,116779723.3,75844416.7,66740328.8,
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2110000,8880000,13780000,64080000,50630000,502510000,373800000,27711000,702841000,571066000,529053000,817366000,761907000,-64428000,151359000,-201885000,187618000,492262000,
Net foreign assets (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218135805.3,883994304.2,7010180537,15438495735,6453110151,30937701270,42029938636,45730865062,70912133286,85070462938,1.57E+11,2.05183E+11,2.25109E+11,2.78533E+11,3.36812E+11,3.7439E+11,2.01255E+11,3.69267E+11,1.92708E+11,27995725625,-1.41027E+11,-92960299516,-4.09092E+11,-1.34128E+11,79330238868,1.54243E+11,-10844468390,18123558685,-5.0655E+11
"Net incurrence of liabilities, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.120142908,0.873213324,1.245770074,2.05476928,1.927001538,13.73591272,3.6041769,2.826361909,2.807737233,3.143893729,1.734749003,6.281278218,8.07901402,5.009026168,3.475563192,3.55882612,
"Net incurrence of liabilities, total (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40451169083,19585134863,33090017639,64710507852,68759800717,4.31534E+11,1.24712E+11,1.06778E+11,1.19791E+11,1.43224E+11,83764546590,3.16805E+11,4.09387E+11,2.78727E+11,2.09126E+11,2.3378E+11,
Net intake rate in grade 1 (% of official school-age population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.09584,,,,,,,,,,,,88.0112,88.55052,91.22499,89.74836,85.78274,,
"Net intake rate in grade 1, female (% of official school-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.78246,,,,,,,,,,,,87.87693,87.75126,90.35271,89.06839,85.49844,,
"Net intake rate in grade 1, male (% of official school-age population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44928,,,,,,,,,,,,88.12843,89.24898,91.98939,90.34554,86.03276,,
Net investment in nonfinancial assets (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.809786221,2.839011289,3.520904353,5.702894189,2.69934414,6.735331436,5.525295169,4.610812091,3.058975936,,2.769876807,3.370312989,3.301058502,,,,
Net investment in nonfinancial assets (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53609186960,63675641940,93521902296,1.796E+11,96318742610,2.11601E+11,1.91186E+11,1.74194E+11,1.3051E+11,,1.33747E+11,1.69986E+11,1.67274E+11,,,,
Net lending (+) / net borrowing (-) (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.848435545,-1.004318587,-0.300422797,-0.566883682,-0.542749555,-7.600815367,-4.967661774,-2.764406811,-1.304359902,-1.567927782,-1.770555435,-4.700368854,-5.481541315,-4.058817429,-1.847697401,-0.531282887,
